DB ID,Groups,Measure Title,Detail Measure - CTP,Short Definition - CTP,Long Definition - CTP,Operation Description - CTP,Exclusions - CTP,Availability - CTP,Sources - CTP,Footnotes - CTP,Format - CTP,Calculation - CTP,Variable - CTP,Unknown Expression 1 - CTP,Unknown Expression 2 - CTP,Allowable Tags - CTP,Expression 1 - CTP,Expression 2 - CTP,Filter Classes - CTP,Charging Stage - CTP,Date Stage - CTP,Felony / Misdemeanor - CTP,Include Standard Severities - CTP,Units - CTP,Numerator Description - CTP,Denominator Description - CTP,Related Measures - CTP
614,"Case Flow, Cases Received: 12",Drug Misdemeanors Received ,621,Drug,,"Sum of all drug misdemeanors received in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Quantity,COUNT,TopRfrrdChrgFelMisd,,,"OK, MISSINGNESS, CALCULATION",,(Prosecuted=0 OR Prosecuted=0.5 OR Prosecuted=1 OR Prosecuted=-888 OR Prosecuted=-999) AND TopRfrrdChrgFelMisd=0 AND TopRfrrdChrgOffnsType=3,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Referral,Referral,Misdemeanor,,"Drug Misdemeanor, Drug Misdemeanors",,,
621,"Case Flow Detail, Cases Received: 12",Percentage of Drug Misdemeanors Received ,,,"Drug misdemeanors are low-level offenses involving the alleged possession, use, distribution or manufacture of controlled substances. This measure shows data on the percentage of drug misdemeanors the prosecutor's office received from law enforcement or directly from a citizen's complaint.","Number of drug misdemeanors received divided by the total number of misdemeanors received by the District Attorney's Office in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Percentage,PERCENTAGE,TopRfrrdChrgFelMisd,,,"OK, MISSINGNESS, CALCULATION",(Prosecuted=0 OR Prosecuted=0.5 OR Prosecuted=1 OR Prosecuted=-888 OR Prosecuted=-999) AND TopRfrrdChrgFelMisd=0 AND TopRfrrdChrgOffnsType=3,(Prosecuted=0 OR Prosecuted=0.5 OR Prosecuted=1 OR Prosecuted=-888 OR Prosecuted=-999) AND TopRfrrdChrgFelMisd=0,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Referral,Referral,Misdemeanor,,"Drug Misdemeanor, Drug Misdemeanors",Drug Misdemeanors Received,Misdemeanors Received,
630,"Case Flow, Cases Received: 20",Drug Felonies Received ,637,Drugs,,"Sum of all drug felonies received in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Quantity,COUNT,TopRfrrdChrgFelMisd,,,"OK, MISSINGNESS, CALCULATION",,(Prosecuted=0 OR Prosecuted=0.5 OR Prosecuted=1 OR Prosecuted=-888 OR Prosecuted=-999) AND TopRfrrdChrgFelMisd=1 AND TopRfrrdChrgOffnsType=3,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Referral,Referral,Felony,,"Drug Felony, Drug Felonies",,,
637,"Case Flow Detail, Cases Received: 20",Percentage of Drug Felonies Received ,,,"Drug felonies are serious offenses involving the alleged possession, use, distribution or manufacture of controlled substances. This measure shows data on the percentage of drug felonies the prosecutor's office received from law enforcement or directly from a citizen's complaint.","Number of drug felonies received divided by the total number of felonies received by the District Attorney's Office in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Percentage,PERCENTAGE,TopRfrrdChrgFelMisd,,,"OK, MISSINGNESS, CALCULATION",(Prosecuted=0 OR Prosecuted=0.5 OR Prosecuted=1 OR Prosecuted=-888 OR Prosecuted=-999) AND TopRfrrdChrgFelMisd=1 AND TopRfrrdChrgOffnsType=3,(Prosecuted=0 OR Prosecuted=0.5 OR Prosecuted=1 OR Prosecuted=-888 OR Prosecuted=-999) AND TopRfrrdChrgFelMisd=1,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Referral,Referral,Felony,,"Drug Felony, Drug Felonies",Drug Felonies Received,Felonies Received,
606,"Case Flow, Cases Received: 5",DUI Cases Received ,795,DUI,,"Number of driving under the influence cases received divided by total number of cases received by the District Attorney's Office in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Quantity,COUNT,TopRfrrdChrgOffnsType,,,"OK, MISSINGNESS, CALCULATION",,(Prosecuted=0 OR Prosecuted=0.5 OR Prosecuted=1 OR Prosecuted=-888 OR Prosecuted=-999) AND TopRfrrdChrgOffnsType=4,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Referral,Referral,,,"DUI Case, DUI Cases",,,
795,"Case Flow Detail, Cases Received: 5",Percentage of DUI Cases Received ,,,Driving under the influence (DUI) cases are those in which an individual allegedly operated a vehicle under the influence of alcohol or drugs. This measure shows data on the percentage of DUI cases the prosecutor's office received from law enforcement or directly from a citizen's complaint.,"Number of driving under the influence cases received divided by total number of cases received by the District Attorney's Office in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Percentage,PERCENTAGE,TopRfrrdChrgOffnsType,,,"OK, MISSINGNESS, CALCULATION",(Prosecuted=0 OR Prosecuted=0.5 OR Prosecuted=1 OR Prosecuted=-888 OR Prosecuted=-999)  AND TopRfrrdChrgOffnsType=4,(Prosecuted=0 OR Prosecuted=0.5 OR Prosecuted=1 OR Prosecuted=-888 OR Prosecuted=-999) ,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Referral,Referral,,,"DUI Case, DUI Cases",DUI Cases Received,Cases Received,
615,"Case Flow, Cases Received: 13",DUI Misdemeanors Received ,622,DUI,,"Sum of all driving under the influence misdemeanors received in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Quantity,COUNT,TopRfrrdChrgFelMisd,,,"OK, MISSINGNESS, CALCULATION",,(Prosecuted=0 OR Prosecuted=0.5 OR Prosecuted=1 OR Prosecuted=-888 OR Prosecuted=-999) AND TopRfrrdChrgFelMisd=0 AND TopRfrrdChrgOffnsType=4,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Referral,Referral,Misdemeanor,,"DUI Misdemeanor, DUI Misdemeanors",,,
622,"Case Flow Detail, Cases Received: 13",Percentage of DUI Misdemeanors Received ,,,Driving under the influence (DUI) misdemeanors are low-level offenses in which an individual allegedly operated a vehicle under the influence of alcohol or drugs. This measure shows data on the percentage of DUI misdemeanors the prosecutor's office received from law enforcement or directly from a citizen's complaint.,"Number of driving under the influence misdemeanors received divided by the total number of misdemeanors received by the District Attorney's Office in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Percentage,PERCENTAGE,TopRfrrdChrgFelMisd,,,"OK, MISSINGNESS, CALCULATION",(Prosecuted=0 OR Prosecuted=0.5 OR Prosecuted=1 OR Prosecuted=-888 OR Prosecuted=-999) AND TopRfrrdChrgFelMisd=0 AND TopRfrrdChrgOffnsType=4,(Prosecuted=0 OR Prosecuted=0.5 OR Prosecuted=1 OR Prosecuted=-888 OR Prosecuted=-999) AND TopRfrrdChrgFelMisd=0,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Referral,Referral,Misdemeanor,,"DUI Misdemeanor, DUI Misdemeanors",DUI Misdemeanors Received,Misdemeanors Received,
631,"Case Flow, Cases Received: 21",DUI Felonies Received ,638,DUI,,"Sum of all driving under the influence felonies received in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Quantity,COUNT,TopRfrrdChrgFelMisd,,,"OK, MISSINGNESS, CALCULATION",,(Prosecuted=0 OR Prosecuted=0.5 OR Prosecuted=1 OR Prosecuted=-888 OR Prosecuted=-999) AND TopRfrrdChrgFelMisd=1 AND TopRfrrdChrgOffnsType=4,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Referral,Referral,Felony,,"DUI Felony, DUI Felonies",,,
638,"Case Flow Detail, Cases Received: 21",Percentage of DUI Felonies Received ,,,Driving under the influence (DUI) felonies are serious offenses in which an individual allegedly operated a vehicle under the influence of alcohol or drugs. This measures shows data on the percentage of DUI felonies the prosecutor's office received from law enforcement or directly from a citizen's complaint.,"Number of driving under the influence felonies received divided by the total number of felonies received by the District Attorney's Office in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Percentage,PERCENTAGE,TopRfrrdChrgFelMisd,,,"OK, MISSINGNESS, CALCULATION",(Prosecuted=0 OR Prosecuted=0.5 OR Prosecuted=1 OR Prosecuted=-888 OR Prosecuted=-999) AND TopRfrrdChrgFelMisd=1 AND TopRfrrdChrgOffnsType=4,(Prosecuted=0 OR Prosecuted=0.5 OR Prosecuted=1 OR Prosecuted=-888 OR Prosecuted=-999) AND TopRfrrdChrgFelMisd=1,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Referral,Referral,Felony,,"DUI Felony, DUI Felonies",DUI Felonies Received,Felonies Received,
607,"Case Flow, Cases Received: 6",Public Order Cases Received ,796,Public Order,,"Sum of all public order cases received in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Quantity,COUNT,TopRfrrdChrgOffnsType,,,"OK, MISSINGNESS, CALCULATION",,(Prosecuted=0 OR Prosecuted=0.5 OR Prosecuted=1 OR Prosecuted=-888 OR Prosecuted=-999) AND TopRfrrdChrgOffnsType=5,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Referral,Referral,,,"Public Order Case, Public Order Cases",,,
796,"Case Flow Detail, Cases Received: 6",Percentage of Public Order Cases Received ,,,"Public order cases are those allegedly involving actions or behaviors that interfere with the normal flow of society (e.g., disorderly conduct, loitering, vagrancy, rioting, weapons offenses) or that do not conform to society's moral values (e.g., prostitution, gambling, pornography, habitual criminality, lewd behaivor). This measure shows data on the percentage of public order cases the prosecutor's office received from law enforcement or directly from a citizen's complaint.","Number of public order cases received divided by total number of cases received by the District Attorney's Office in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Percentage,PERCENTAGE,TopRfrrdChrgOffnsType,,,"OK, MISSINGNESS, CALCULATION",(Prosecuted=0 OR Prosecuted=0.5 OR Prosecuted=1 OR Prosecuted=-888 OR Prosecuted=-999)  AND TopRfrrdChrgOffnsType=5,(Prosecuted=0 OR Prosecuted=0.5 OR Prosecuted=1 OR Prosecuted=-888 OR Prosecuted=-999) ,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Referral,Referral,,,"Public Order Case, Public Order Cases",Public Order Cases Received,Cases Received,
616,"Case Flow, Cases Received: 14",Public Order Misdemeanors Received ,623,Public Order,,"Sum of all public order misdemeanors received in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Quantity,COUNT,TopRfrrdChrgFelMisd,,,"OK, MISSINGNESS, CALCULATION",,(Prosecuted=0 OR Prosecuted=0.5 OR Prosecuted=1 OR Prosecuted=-888 OR Prosecuted=-999) AND TopRfrrdChrgFelMisd=0 AND TopRfrrdChrgOffnsType=5,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Referral,Referral,Misdemeanor,,"Public Order Misdemeanor, Public Order Misdemeanors",,,
623,"Case Flow Detail, Cases Received: 14",Percentage of Public Order Misdemeanors Received ,,,"Public order misdemeanors are low-level offenses allegedly involving actions or behaviors that interfere with the normal flow of society (e.g., disorderly conduct, loitering, vagrancy) or that do not conform to society's moral values (e.g., prostitution, gambling, pornography). This measure shows data on the percentage of public order misdemeanors the prosecutor's office received from law enforcement or directly from a citizen's complaint.","Number of public order misdemeanors received divided by the total number of misdemeanors received by the District Attorney's Office in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Percentage,PERCENTAGE,TopRfrrdChrgFelMisd,,,"OK, MISSINGNESS, CALCULATION",(Prosecuted=0 OR Prosecuted=0.5 OR Prosecuted=1 OR Prosecuted=-888 OR Prosecuted=-999) AND TopRfrrdChrgFelMisd=0 AND TopRfrrdChrgOffnsType=5,(Prosecuted=0 OR Prosecuted=0.5 OR Prosecuted=1 OR Prosecuted=-888 OR Prosecuted=-999) AND TopRfrrdChrgFelMisd=0,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Referral,Referral,Misdemeanor,,"Public Order Misdemeanor, Public Order Misdemeanors",Public Order Misdemeanors Received,Misdemeanors Received,
632,"Case Flow, Cases Received: 22",Public Order Felonies Received ,639,Public Order,,"Sum of all public order felonies received in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Quantity,COUNT,TopRfrrdChrgFelMisd,,,"OK, MISSINGNESS, CALCULATION",,(Prosecuted=0 OR Prosecuted=0.5 OR Prosecuted=1 OR Prosecuted=-888 OR Prosecuted=-999) AND TopRfrrdChrgFelMisd=1 AND TopRfrrdChrgOffnsType=5,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Referral,Referral,Felony,,"Public Order Felony, Public Order Felonies",,,
639,"Case Flow Detail, Cases Received: 22",Percentage of Public Order Felonies Received ,,,"Public order felonies are serious offenses allegedly involving actions or behaviors that interfere with the normal flow of society (e.g., rioting, escape from custody, weapons offenses) or that do not conform to society's moral values (e.g., habitual criminality, desertion, lewd behavior). This measure shows data on the percentage of public order felonies the prosecutor's office received from law enforcement or directly from a citizen's complaint.","Number of public order felonies received divided by the total number of felonies received by the District Attorney's Office in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Percentage,PERCENTAGE,TopRfrrdChrgFelMisd,,,"OK, MISSINGNESS, CALCULATION",(Prosecuted=0 OR Prosecuted=0.5 OR Prosecuted=1 OR Prosecuted=-888 OR Prosecuted=-999) AND TopRfrrdChrgFelMisd=1 AND TopRfrrdChrgOffnsType=5,(Prosecuted=0 OR Prosecuted=0.5 OR Prosecuted=1 OR Prosecuted=-888 OR Prosecuted=-999) AND TopRfrrdChrgFelMisd=1,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Referral,Referral,Felony,,"Public Order Felony, Public Order Felonies",Public Order Felonies Received,Felonies Received,
608,"Case Flow, Cases Received: 7",Criminal Traffic Cases Received ,797,Criminal Traffic,,"Sum of all criminal traffic cases received in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Quantity,COUNT,TopRfrrdChrgOffnsType,,,"OK, MISSINGNESS, CALCULATION",,(Prosecuted=0 OR Prosecuted=0.5 OR Prosecuted=1 OR Prosecuted=-888 OR Prosecuted=-999) AND TopRfrrdChrgOffnsType=6,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Referral,Referral,,,"Criminal Traffic Case, Criminal Traffic Cases",,,
797,"Case Flow Detail, Cases Received: 7",Percentage of Criminal Traffic Cases Received ,,,"Criminal traffic offenses involve alleged unlawful activites that occur while an individual is operating a motor vehicle (e.g., driving without a license, reckless driving). This measure shows data on the percentage of criminal traffic cases the prosecutor's office received from law enforcement or directly from a citizen's complaint.","Number of criminal traffic cases received divided by total number of cases received by the District Attorney's Office in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Percentage,PERCENTAGE,TopRfrrdChrgOffnsType,,,"OK, MISSINGNESS, CALCULATION",(Prosecuted=0 OR Prosecuted=0.5 OR Prosecuted=1 OR Prosecuted=-888 OR Prosecuted=-999)  AND TopRfrrdChrgOffnsType=6,(Prosecuted=0 OR Prosecuted=0.5 OR Prosecuted=1 OR Prosecuted=-888 OR Prosecuted=-999) ,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Referral,Referral,,,"Criminal Traffic Case, Criminal Traffic Cases",Criminal Traffic Cases Received,Cases Received,
617,"Case Flow, Cases Received: 15",Criminal Traffic Misdemeanors Received ,624,Criminal Traffic,,"Sum of all criminal traffic misdemeanors received in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Quantity,COUNT,TopRfrrdChrgFelMisd,,,"OK, MISSINGNESS, CALCULATION",,(Prosecuted=0 OR Prosecuted=0.5 OR Prosecuted=1 OR Prosecuted=-888 OR Prosecuted=-999) AND TopRfrrdChrgFelMisd=0 AND TopRfrrdChrgOffnsType=6,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Referral,Referral,Misdemeanor,,"Criminal Traffic Misdemeanor, Criminal Traffic Misdemeanors",,,
624,"Case Flow Detail, Cases Received: 15",Percentage of Criminal Traffic Misdemeanors Received ,,,"Criminal traffic misdemeanors are low-level offenses involving alleged unlawful activites that occur while an individual is operating a motor vehicle (e.g., driving without a license). This measure shows data on the percentage of criminal traffic misdemeanors the prosecutor's office received from law enforcement or directly from a citizen's complaint.","Number of criminal traffic misdemeanors received divided by the total number of misdemeanors received by the District Attorney's Office in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Percentage,PERCENTAGE,TopRfrrdChrgFelMisd,,,"OK, MISSINGNESS, CALCULATION",(Prosecuted=0 OR Prosecuted=0.5 OR Prosecuted=1 OR Prosecuted=-888 OR Prosecuted=-999) AND TopRfrrdChrgFelMisd=0 AND TopRfrrdChrgOffnsType=6,(Prosecuted=0 OR Prosecuted=0.5 OR Prosecuted=1 OR Prosecuted=-888 OR Prosecuted=-999) AND TopRfrrdChrgFelMisd=0,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Referral,Referral,Misdemeanor,,"Criminal Traffic Misdemeanor, Criminal Traffic Misdemeanors",Criminal Traffic Misdemeanors Received,Misdemeanors Received,
633,"Case Flow, Cases Received: 23",Criminal Traffic Felonies Received ,640,Criminal Traffic,,"Sum of all criminal traffic felonies received in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Quantity,COUNT,TopRfrrdChrgFelMisd,,,"OK, MISSINGNESS, CALCULATION",,(Prosecuted=0 OR Prosecuted=0.5 OR Prosecuted=1 OR Prosecuted=-888 OR Prosecuted=-999) AND TopRfrrdChrgFelMisd=1 AND TopRfrrdChrgOffnsType=6,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Referral,Referral,Felony,,"Criminal Traffic Felony, Criminal Traffic Felonies",,,
640,"Case Flow Detail, Cases Received: 23",Percentage of Criminal Traffic Felonies Received ,,,"Criminal traffic felonies are serious offenses involving alleged unlawful activites that occur while an individual is operating a motor vehicle (e.g., reckless driving). This measure shows data on the percentage of criminal traffic felonies the prosecutor's office received from law enforcement or directly from a citizen's complaint.","Number of criminal traffic felonies received divided by the total number of felonies received by the District Attorney's Office in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Percentage,PERCENTAGE,TopRfrrdChrgFelMisd,,,"OK, MISSINGNESS, CALCULATION",(Prosecuted=0 OR Prosecuted=0.5 OR Prosecuted=1 OR Prosecuted=-888 OR Prosecuted=-999) AND TopRfrrdChrgFelMisd=1 AND TopRfrrdChrgOffnsType=6,(Prosecuted=0 OR Prosecuted=0.5 OR Prosecuted=1 OR Prosecuted=-888 OR Prosecuted=-999) AND TopRfrrdChrgFelMisd=1,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Referral,Referral,Felony,,"Criminal Traffic Felony, Criminal Traffic Felonies",Criminal Traffic Felonies Received,Felonies Received,
609,"Case Flow, Cases Received: 8",Other Cases Received ,798,Other,,"Sum of all other cases received in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Quantity,COUNT,TopRfrrdChrgOffnsType,,,"OK, MISSINGNESS, CALCULATION",,(Prosecuted=0 OR Prosecuted=0.5 OR Prosecuted=1 OR Prosecuted=-888 OR Prosecuted=-999) AND TopRfrrdChrgOffnsType=7,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Referral,Referral,,,"Other Case, Other Cases",,,
